ID	Name	Type	Orig	New Morph	New Obj Type	LType	LCode	LValue	LMorph	Bar	Ring	
D00534	NGC 6217	barred-spiral	(R)SB(rs)bc	SA(rs)bc	S	G	4.0 ± 0.2	4	Sbc	B	R	
F01055	NGC 6221	barred-spiral	SB(s)c	SAc	S	G	4.8 ± 0.6	4.8	Sc	B		
F00398	NGC 6232	barred-spiral	SBa	SAa	S	G	1.0 ± 0.4	1	Sa	B	R	
D02445	NGC 6236	barred-spiral	SBc/Sc	SABc	I	G	5.9 ± 0.5	5.9	SABc	B		
D02446	NGC 6239	barred-spiral	SBb	SBb	B	G	3.4 ± 0.8	3.4	SBb	B		
D02837	NGC 6241	galaxy--unclassified	Sbc	SAbc	S	G	4.4 ± 1.6	4.4	Sbc			
D02447	NGC 6251	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.4	-4.9	E			
F00399	NGC 6252	galaxy--spiral	Sab	SAab	S	G	2.0 ± 2.0	2	Sab		R	
D01850	NGC 63	galaxy--lenticular	E/S0	E-S0	E	G	-3.4 ± 3.3	-3.4	E-S0			
D02448	NGC 6305	galaxy--spiral	S	E-S0	L	G	-2.9 ± 0.5	-2.9	E-S0	B		
D02449	NGC 6338	galaxy--lenticular	S0	S0	L	G	-2.1 ± 0.7	-2.1	S0			
D00724	NGC 6340	galaxy--spiral	Sa	S0-a	L	G	0.4 ± 0.6	0.4	S0-a		R	
F00400	NGC 6345	galaxy--unclassified		SBa	B	G	1.0 ± 1.7	1	SBa	B		
F00401	NGC 6346	galaxy--unclassified		E-S0	L	G	-3.0 ± 2.0	-3	E-S0			
F00403	NGC 6348	galaxy--unclassified	S0-a	S0-a	L	G	0.0 ± 2.0	0	S0-a	B	R	
D02450	NGC 6350	galaxy--lenticular	S0	S0	L	G	-2.1 ± 0.6	-2.1	S0			
D02451	NGC 6359	galaxy--unclassified	E/S0	E-S0	L	G	-2.8 ± 0.7	-2.8	E-S0			
D01892	NGC 636	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.5	-4.9	E			
D02452	NGC 6370	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.4	-4.9	E			
D02453	NGC 6384	galaxy--spiral	SAB(r)bc	SA(r)bc	S	G	3.6 ± 0.6	3.6	Sbc	B	R	
D02454	NGC 6389	galaxy--spiral	Sbc	SAbc	S	G	3.7 ± 0.6	3.7	Sbc			
D02455	NGC 6392	galaxy--spiral	S0a	SABa	I	G	1.7 ± 0.8	1.7	SABa	B		
D02456	NGC 6395	galaxy--spiral	Sc	SBc	B	G	5.8 ± 0.5	5.8	SBc	B		
D02457	NGC 6407	galaxy--lenticular	S0	S0	L	G	-2.3 ± 1.0	-2.3	S0			
D02458	NGC 6411	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.6	-4.8	E			
D02459	NGC 6412	galaxy--spiral	Sc	SABc	I	G	5.2 ± 0.5	5.2	SABc	B		
D01395	NGC 6438	galaxy--lenticular	E/S0	S0	L	G	-2.2 ± 0.9	-2.2	S0			
D00944	NGC 6482	galaxy--elliptical	E3p	E3 pec	E	G	-4.9 ± 0.4	-4.9	E			
F00405	NGC 6490	galaxy--elliptical	E/S	E-S0	L	G	-3.1 ± 0.7	-3.1	E-S0			
D02460	NGC 6492	galaxy--spiral	Sb	SAbc	S	G	3.9 ± 0.5	3.9	Sbc			
F00406	NGC 6495	galaxy--elliptical		E3	E	G	-4.9 ± 0.4	-4.9	E			
D02461	NGC 6500	galaxy--spiral	Sa	SAab	S	G	1.7 ± 0.7	1.7	Sab			
F00407	NGC 6501	galaxy--spiral	S0/Sa	S0-a	L	G	-1.0 ± 0.8	-1	S0-a			
D00206	NGC 6503	galaxy--spiral	SA(s)cd	SA(s)c	S	G	5.8 ± 0.5	5.8	Sc			
D02462	NGC 6524	galaxy--elliptical	E/S0	E-S0	L	G	-3.0 ± 0.5	-3	E-S0			
F00540	NGC 6552	barred-spiral	SB	SBab	B	G	2.0 ± 2.0	2	SBab	B	R	
D02463	NGC 6555	galaxy--spiral	Sc	SABc	I	G	5.2 ± 0.5	5.2	SABc	B		
D02464	NGC 6574	galaxy--spiral	Sbc	SABb	I	G	4.0 ± 0.5	4	SABb	B		
D02465	NGC 6599	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.4	-2	S0			
D00802	NGC 660	barred-spiral	SBa	SAa	S	G	1.2 ± 1.3	1.2	Sa	B		
F00412	NGC 6602	galaxy--spiral	S	SABb	I	G	3.0 ± 2.0	3	SABb	B		
D00725	NGC 6643	galaxy--spiral	Sc	SAc	S	G	5.2 ± 0.5	5.2	Sc			
D02466	NGC 6654	barred-spiral	(R)SB(s)0/a	S0-a	L	G	-0.6 ± 1.0	-0.6	S0-a	B	R	
D02467	NGC 6673	galaxy--elliptical	E3	E3	E	G	-3.8 ± 0.8	-3.8	E	B		
D01462	NGC 6684	galaxy--lenticular	SB0	S0	L	G	-1.9 ± 0.7	-1.9	S0	B		
D02468	NGC 6689	galaxy--spiral	Sc	SABc	I	G	6.4 ± 0.8	6.4	SABc	B		
D01893	NGC 669	galaxy--spiral	Sab	SAab	S	G	2.0 ± 0.3	2	Sab			
D01465	NGC 6699	galaxy--spiral	SABb	SABb	I	G	3.5 ± 0.6	3.5	SABb	B		
D01894	NGC 670	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.4	-2	S0			
D02469	NGC 6701	barred-spiral	SBa	SAa	S	G	1.0 ± 0.4	1	Sa	B	R	
F00811	NGC 6702	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.4	-4.9	E			
D00744	NGC 6703	galaxy--spiral	S0	E-S0	L	G	-2.8 ± 0.6	-2.8	E-S0			
F00415	NGC 6707	galaxy--spiral	Sb	SBc	B	G	4.8 ± 0.8	4.8	SBc	B		
D02470	NGC 6708	galaxy--spiral	Sa	SAb	S	G	2.6 ± 1.5	2.6	Sb			
D00801	NGC 672	galaxy--spiral	SB(s)cd	SBc	B	G	6.0 ± 0.3	6	SBc	B		
D02471	NGC 6721	galaxy--elliptical	E3	E3	E	G	-4.3 ± 0.7	-4.3	E			
D01895	NGC 673	galaxy--spiral	Sc	SABc	I	G	5.3 ± 0.6	5.3	SABc	B		
D01469	NGC 6753	galaxy--spiral	(R)SA(r)b	SA(r)b	S	G	3.0 ± 0.3	3	Sb		R	
D02472	NGC 6754	galaxy--spiral	Sc	SAb	S	G	3.2 ± 0.7	3.2	Sb	B		
D01468	NGC 6758	galaxy--elliptical	E1	E1	E	G	-4.2 ± 0.5	-4.2	E			
D01897	NGC 676	galaxy--lenticular	S0a	S0-a	L	G	0.1 ± 0.7	0.1	S0-a			
D01471	NGC 6769	galaxy--spiral	SABb	SABb	I	G	3.0 ± 0.3	3	SABb	B	R	
F00417	NGC 6770	galaxy--spiral	Sb	SAb	S	G	3.2 ± 0.5	3.2	Sb	B		
F00418	NGC 6771	galaxy--spiral	SB0a	S0-a	L	G	-1.0 ± 0.4	-1	S0-a	B	R	
D01474	NGC 6776	galaxy--elliptical	E3	E3	E	G	-4.2 ± 0.7	-4.2	E			
F01061	NGC 678	galaxy--spiral	Sb	SBb	B	G	3.0 ± 0.4	3	SBb	B		
D01475	NGC 6782	barred-spiral	SBa	SAa	S	G	0.9 ± 0.9	0.9	Sa	B	R	
D02473	NGC 6788	galaxy--spiral	Sb	SAab	S	G	2.2 ± 0.7	2.2	Sab			
F01060	NGC 680	galaxy--elliptical		E3	E	?	-4.1 ± 0.7	-4.1	E			
D02474	NGC 6808	galaxy--spiral	Sa	SAa	S	G	1.5 ± 0.8	1.5	Sa		R	
D01898	NGC 681	galaxy--spiral	Sb	SABa	I	G	2.0 ± 0.7	2	SABa	B	R	
D01478	NGC 6810	galaxy--spiral	Sb	SAab	S	G	2.2 ± 0.7	2.2	Sab			
F01056	NGC 683	galaxy--unclassified		SAb	S	G	3.1 ± 2.3	3.1	Sb			
D02475	NGC 6845	barred-spiral	SBbc	SBbc	B	G	4.0 ± 2.0	4	SBbc	B		
F01713	NGC 6845B	barred-spiral	SBb	SBb	B	G	3.0 ± 0.5	3	SBb	B		
F01714	NGC 6845C	galaxy--lenticular	S0/a	S0-a	L	G	-1.0 ± 0.5	-1	S0-a			
F01715	NGC 6845D	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.5	-2	S0			
D02479	NGC 6849	galaxy--elliptical	E3	E-S0	L	G	-3.3 ± 0.7	-3.3	E-S0	B		
D00992	NGC 685	galaxy--spiral	Sc	SAc	S	G	5.4 ± 0.6	5.4	Sc	B	R	
F00533	NGC 6850	barred-spiral	SB:0	S0-a	L	G	-1.2 ± 0.6	-1.2	S0-a	B		
D01483	NGC 6851	galaxy--elliptical	E3	E3	E	G	-4.5 ± 1.1	-4.5	E			
D02480	NGC 6854	galaxy--lenticular	S0	E-S0	L	G	-3.4 ± 1.0	-3.4	E-S0	B		
D01484	NGC 6861	galaxy--spiral	S0	E-S0	L	G	-2.7 ± 1.0	-2.7	E-S0	B		
D01485	NGC 6868	galaxy--elliptical	E2	E3	E	G	-4.9 ± 0.5	-4.9	E			
D02481	NGC 6869	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.4	-2	S0			
F00903	NGC 6870	galaxy--spiral	Sb	SABa	I	G	2.2 ± 0.6	2.2	SABa	B	R	
D01480	NGC 6872	barred-spiral	SB	SBb	B	G	3.3 ± 0.6	3.3	SBb	B		
D01482	NGC 6875	galaxy--lenticular	S0	E-S0	L	G	-2.6 ± 0.8	-2.6	E-S0	B		
F00426	NGC 6876	galaxy--lenticular	S0	E3	E	G	-4.9 ± 0.3	-4.9	E			
F00427	NGC 6877	galaxy--elliptical	E/S0	E3	E	G	-4.8 ± 0.7	-4.8	E			
D02482	NGC 6878	galaxy--spiral	Sc	SABb	I	G	3.4 ± 0.7	3.4	SABb	B		
F00429	NGC 6880	galaxy--lenticular	S0	S0-a	L	G	-1.0 ± 0.5	-1	S0-a	B		
D01487	NGC 6887	galaxy--spiral	Sab	SAbc	S	G	3.7 ± 0.8	3.7	Sbc			
D01489	NGC 6893	galaxy--lenticular	S0:r	S0	L	G	-2.0 ± 0.4	-2	S0	B	R	
D01492	NGC 6902	galaxy--spiral	Sa	SBab	B	G	2.3 ± 1.1	2.3	SBab	B	R	
D02483	NGC 6903	galaxy--elliptical	E/S0	E-S0	L	G	-3.3 ± 0.8	-3.3	E-S0	B		
D00758	NGC 6907	galaxy--spiral	Sbc	SAbc	S	G	4.0 ± 0.5	4	Sbc	B		
D01490	NGC 6909	galaxy--elliptical	E6	E6	E	G	-4.3 ± 0.7	-4.3	E			
D01899	NGC 691	galaxy--spiral	Sb/Sc	SAbc	S	G	4.0 ± 0.2	4	Sbc		R	
D02484	NGC 6923	barred-spiral	SBbc	SBb	B	G	3.1 ± 0.5	3.1	SBb	B	R	
D00763	NGC 6925	galaxy--spiral	Sbc	SAbc	S	G	4.0 ± 0.2	4	Sbc			
F00015	NGC 693	galaxy--spiral	S	S0-a	L	G	0.2 ± 0.8	0.2	S0-a			
D02485	NGC 6935	galaxy--spiral	Sa:r	SABa	I	G	1.1 ± 0.3	1.1	SABa	B	R	
F00433	NGC 6937	galaxy--spiral	Sc:r	SAbc	S	G	4.1 ± 1.4	4.1	Sbc	B	R	
F01058	NGC 694	galaxy--spiral	Sc	S0	L	G	-1.8 ± 0.9	-1.8	S0	B		
D02486	NGC 6942	barred-spiral	SBa	S0-a	L	G	-0.3 ± 1.2	-0.3	S0-a	B		
D01488	NGC 6943	galaxy--spiral	Sbc	SAc	S	G	5.9 ± 0.4	5.9	Sc	B	R	
D02487	NGC 6945	galaxy--unclassified		E-S0	L	G	-3.0 ± 0.8	-3	E-S0	B		
F01062	NGC 695	galaxy--spiral	Sc	S0	L	G	-1.7 ± 1.3	-1.7	S0			
D00762	NGC 6951	barred-spiral	SAB(rs)bc	SAB(rs)b	I	G	3.9 ± 0.6	3.9	SABb	B		
D01495	NGC 6958	galaxy--lenticular	S0	E3	E	G	-3.7 ± 1.1	-3.7	E		R	
F00434	NGC 6959	galaxy--unclassified		S0	L	G	-1.9 ± 0.9	-1.9	S0	B	R	
F00435	NGC 6961	galaxy--unclassified		E3	E	G	-4.1 ± 0.6	-4.1	E			
D02488	NGC 6962	galaxy--unclassified		SABa	I	G	1.7 ± 0.6	1.7	SABa	B	R	
F00437	NGC 6964	galaxy--unclassified		E3	E	G	-4.6 ± 0.5	-4.6	E			
F00438	NGC 6965	galaxy--unclassified		S0	L	G	-2.3 ± 1.1	-2.3	S0			
F00439	NGC 6967	galaxy--unclassified		S0-a	L	G	-0.8 ± 0.7	-0.8	S0-a	B		
D01896	NGC 697	galaxy--spiral	SAB(r)(c)	SAB(r)c	I	G	5.0 ± 0.8	5	SABc	B	R	
D02489	NGC 6970	galaxy--spiral	Sa	SBa	B	G	1.5 ± 0.8	1.5	SBa	B		
F00440	NGC 6982	barred-spiral	SB0	SBa	B	G	0.6 ± 1.1	0.6	SBa	B		
D02490	NGC 6984	galaxy--spiral	Sc	SAc	S	G	4.9 ± 0.5	4.9	Sc	B	R	
D02492	NGC 7007	galaxy--lenticular	S0	E-S0	L	G	-2.9 ± 0.6	-2.9	E-S0			
D01901	NGC 701	barred-spiral	SB(rs)(c)	SB(rs)c	B	G	5.0 ± 0.5	5	SBc	B		
D02497	NGC 7013	galaxy--spiral	Sa	SAa	S	G	0.5 ± 1.0	0.5	Sa		R	
D02493	NGC 7014	galaxy--elliptical	E/S0	E3	E	G	-4.2 ± 0.6	-4.2	E			
D01494	NGC 7020	barred-spiral	(R)SB(r)0+	S0-a	L	G	-1.2 ± 0.7	-1.2	S0-a	B	R	
F00778	NGC 7022	barred-spiral	SB0	S0	L	G	-2.0 ± 0.4	-2	S0	B		
D01496	NGC 7029	galaxy--lenticular	S0	E3	E	G	-4.6 ± 1.0	-4.6	E			
D02494	NGC 7038	galaxy--spiral	Sc	SABc	I	G	4.9 ± 0.4	4.9	SABc	B		
D01501	NGC 7041	galaxy--lenticular	S0	E-S0	L	G	-3.0 ± 0.5	-3	E-S0	B		
D01500	NGC 7049	galaxy--lenticular	S0	S0	L	G	-1.9 ± 0.4	-1.9	S0			
D02495	NGC 7059	galaxy--spiral	Sc	SABc	I	G	5.6 ± 1.0	5.6	SABc	B		
D01900	NGC 706	galaxy--spiral	Sc	SAc	S	G	4.6 ± 1.0	4.6	Sc			
D02496	NGC 7064	galaxy--spiral	Sc	SBc	B	G	5.1 ± 0.6	5.1	SBc	B		
D02499	NGC 7070	galaxy--spiral	Sc	SAc	S	G	6.0 ± 0.3	6	Sc	B		
F00442	NGC 7072	galaxy--spiral	Sc	SABc	I	G	6.8 ± 0.7	6.8	SABc	B		
D01504	NGC 7079	barred-spiral	SBa	S0	L	G	-1.8 ± 0.7	-1.8	S0	B		
D02498	NGC 7080	galaxy--spiral	SAb	SAb	S	G	3.0 ± 0.4	3	Sb	B	R	
D01498	NGC 7083	galaxy--spiral	Sb	SBbc	B	G	4.0 ± 0.2	4	SBbc	B		
D01505	NGC 7090	barred-spiral	SBc	SAc	S	G	5.0 ± 0.5	5	Sc	B		
D02500	NGC 7095	galaxy--spiral	Sa	S0	L	G	-2.0 ± 0.5	-2	S0			
D01499	NGC 7096	galaxy--spiral	Sa	SAa	S	G	1.1 ± 0.3	1.1	Sa			
D01503	NGC 7097	galaxy--elliptical	E5	E3	E	G	-4.9 ± 0.4	-4.9	E			
D01497	NGC 7098	galaxy--spiral	SB0/Sa	SAa	S	G	1.1 ± 0.2	1.1	Sa	B	R	
D02501	NGC 7124	galaxy--spiral	Sc	SBbc	B	G	4.0 ± 0.2	4	SBbc	B		
D02502	NGC 7125	galaxy--spiral	Sc	SABc	I	G	5.0 ± 0.3	5	SABc	B		
F00443	NGC 7126	galaxy--spiral	Sa	SAc	S	G	4.5 ± 1.3	4.5	Sc			
F01093	NGC 713	galaxy--spiral	Sc	SAb	S	G	3.3 ± 0.9	3.3	Sb			
F00535	NGC 7130	galaxy--spiral	Sb	SAa	S	G	1.2 ± 0.9	1.2	Sa			
D01510	NGC 7144	galaxy--elliptical	E0	E3	E	G	-4.8 ± 0.7	-4.8	E			
D01511	NGC 7145	galaxy--lenticular	S0	E3	E	G	-4.8 ± 0.6	-4.8	E			
D02503	NGC 7154	barred-spiral	SBd	Sam	S	G	9.5 ± 1.0	9.5	Sm	B		
D01509	NGC 7155	barred-spiral	SB0	S0	L	G	-2.0 ± 0.4	-2	S0	B	R	
D02504	NGC 7156	galaxy--spiral	Sc	SABc	I	G	6.0 ± 0.4	6	SABc	B		
D00965	NGC 7158	galaxy--spiral	S0-a	S0-a	L	G	0.0 ± 1.7	0	S0-a			
F00767	NGC 7162	galaxy--spiral	Sa	SAc	S	G	4.8 ± 0.7	4.8	Sc			
D01512	NGC 7166	galaxy--lenticular	S0	E-S0	L	G	-2.9 ± 0.4	-2.9	E-S0			
D01507	NGC 7168	galaxy--lenticular	E/S0	E3	E	G	-4.8 ± 0.7	-4.8	E			
D02505	NGC 7171	galaxy--spiral	Sb	SBb	B	G	3.1 ± 0.5	3.1	SBb	B		
F00445	NGC 7172	galaxy--spiral	SAa	SAa	S	G	0.6 ± 1.2	0.6	Sa			
D01514	NGC 7173	irregular-galaxy	E3	E3	E	G	-4.3 ± 0.6	-4.3	E			
F00446	NGC 7174	irregular-galaxy	Im	SAb	S	G	2.5 ± 1.9	2.5	Sb			
F00447	NGC 7176	galaxy--elliptical	E0p	E0 pec	E	G	-4.8 ± 0.5	-4.8	E			
D00771	NGC 7177	galaxy--spiral	SAB(r)b	SAB(r)b	I	G	2.5 ± 0.5	2.5	SABb	B	R	
F01350	NGC 7179	galaxy--spiral	Sb	SBbc	B	G	3.7 ± 0.6	3.7	SBbc	B		
D00803	NGC 718	galaxy--spiral	SAB(s)a	SAa	S	G	1.0 ± 0.3	1	Sa	B		
F00568	NGC 7180	galaxy--elliptical		E-S0	L	G	-2.6 ± 1.3	-2.6	E-S0			
D02506	NGC 7183	galaxy--spiral	Sa:	S0-a	L	G	-0.8 ± 0.7	-0.8	S0-a			
D00770	NGC 7184	barred-spiral	Sb:r	SBc	B	G	4.5 ± 1.0	4.5	SBc	B	R	
F00569	NGC 7185	galaxy--lenticular	S0	E-S0	L	G	-2.8 ± 0.7	-2.8	E-S0	B		
F01658	NGC 7191	galaxy--spiral	Sc	SABc	I	G	5.1 ± 0.5	5.1	SABc	B		
D01506	NGC 7192	galaxy--lenticular	S0	E3	E	G	-4.0 ± 0.7	-4	E			
D01516	NGC 7196	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.6	-4.8	E			
D00331	NGC 720	galaxy--elliptical	E5	E3	E	G	-4.9 ± 0.5	-4.9	E			
D01517	NGC 7205	galaxy--spiral	Sb	SAb	S	G	4.0 ± 0.2	4	Sbc			
D02508	NGC 7213	galaxy--spiral	SA(s)	SA(s)a	S	G	0.9 ± 0.7	0.9	Sa			
D00578	NGC 7217	galaxy--spiral	(R)SA(r)ab	SA(r)ab	S	G	2.5 ± 0.6	2.5	Sab		R	
D02507	NGC 7218	galaxy--spiral	Sc	SAc	S	G	5.6 ± 1.2	5.6	Sc	B		
D02509	NGC 7221	galaxy--spiral	SAbc	SAbc	S	G	3.9 ± 0.6	3.9	Sbc	B		
D01515	NGC 7232	galaxy--lenticular	S0a	S0-a	L	G	0.4 ± 1.0	0.4	S0-a	B		
F00448	NGC 7233	barred-spiral	SBa	S0-a	L	G	0.3 ± 0.6	0.3	S0-a	B		
D02510	NGC 7248	galaxy--lenticular	S0	E-S0	L	G	-2.5 ± 0.6	-2.5	E-S0			
F00449	NGC 7250	irregular-galaxy	I	SAcd	S	G	7.2 ± 2.0	7.2	Scd			
D01522	NGC 7252	galaxy--spiral	E	S0	L	G	-1.9 ± 0.7	-1.9	S0	B	R	
D02511	NGC 7267	barred-spiral	SBa	SBa	B	G	1.0 ± 0.5	1	SBa	B		
D02512	NGC 7284	galaxy--spiral	Sa	S0	L	G	-1.9 ± 0.6	-1.9	S0	B		
F00450	NGC 7285	galaxy--spiral	Sab:	SBa	B	G	1.1 ± 0.7	1.1	SBa	B		
D02513	NGC 7307	galaxy--spiral	Scd	SAc	S	G	6.0 ± 0.6	6	Sc	B		
D02514	NGC 7309	galaxy--spiral	Sc	SABc	I	G	5.0 ± 0.4	5	SABc	B		
D01902	NGC 731	galaxy--elliptical	E0	E3	E	G	-4.0 ± 0.7	-4	E			
D02515	NGC 7311	galaxy--spiral	Sab	SAab	S	G	2.0 ± 0.3	2	Sab			
F00451	NGC 7312	barred-spiral	SBb	SAb	S	G	3.1 ± 0.4	3.1	Sb	B		
F00829	NGC 7317	galaxy--elliptical	E4	E3	E	G	-4.6 ± 1.3	-4.6	E			
F00831	NGC 7318A	galaxy--elliptical	E2 pec	E3	E	G	-4.8 ± 0.7	-4.8	E	B		
F00830	NGC 7318B	galaxy--elliptical	SB(s)bc pec	SB(s)bc pec	B	G	4.1 ± 0.4	4.1	SBbc	B		
F00832	NGC 7319	barred-spiral	SB(s)bc pec	SA(s)b pec 	S	G	4.0 ± 0.7	4	Sbc	B		
D01838	NGC 7320	barred-spiral	E2 / SB(s)bc	SAcd	S	G	6.5 ± 0.9	6.5	Scd			
F00833	NGC 7320C	galaxy--spiral	(R)SAB(s)0/a	S0-a	L	G	0.0 ± 0.5	0	S0-a	B	R	
F00541	NGC 7326	galaxy--spiral	Sb	SAb	S	S2	3.4 ± 1.6	3.4	Sb			PGC 69281
D01518	NGC 7329	barred-spiral	SBc:r	SBbc:r	B	G	3.6 ± 1.0	3.6	SBbc	B	R	
D01841	NGC 7332	galaxy--spiral	S0 + Sbc	S0	L	G	-1.9 ± 0.6	-1.9	S0	B		
F00543	NGC 7335	galaxy--spiral	S0a	S0-a	L	G	-0.7 ± 0.6	-0.7	S0-a			
F00544	NGC 7336	galaxy--spiral	SABa	SABa	I	G	1.5 ± 2.1	1.5	SABa	B		
F00545	NGC 7337	barred-spiral	SBa	SBab	B	G	1.9 ± 1.1	1.9	SBab	B		
F00452	NGC 7339	galaxy--spiral	Sbc	SABb	I	G	4.0 ± 0.2	4	SABb	B		
F00546	NGC 7340	galaxy--elliptical	E3	E3	E	G	-5.0 ± 2.0	-5	E			
F01530	NGC 7358	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.4	-2	S0			
F01507	NGC 736	galaxy--elliptical	E3	E3	E	G	-4.0 ± 0.7	-4	E			
D02516	NGC 7361	galaxy--spiral	Sc	SAc	S	G	4.7 ± 1.0	4.7	Sc		R	
D02517	NGC 7364	galaxy--unclassified		S0-a	L	G	0.2 ± 1.1	0.2	S0-a		R	
D02518	NGC 7371	barred-spiral	SBa	S0-a	L	G	0.1 ± 0.5	0.1	S0-a	B	R	
D02519	NGC 7377	galaxy--spiral	Sa	S0-a	L	G	-1.0 ± 0.7	-1	S0-a	B		
F01508	NGC 738	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.5	-2	S0			
F00453	NGC 7383	galaxy--lenticular	S0	S0	L	G	-1.9 ± 0.7	-1.9	S0	B		
D02520	NGC 7385	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.4	-4.8	E			
F00455	NGC 7386	galaxy--elliptical	E/S0	S0	L	G	-2.1 ± 0.5	-2.1	S0			
F00456	NGC 7387	galaxy--elliptical	E3	E3	E	G	-5.0 ± 2.0	-5	E			
F00457	NGC 7389	barred-spiral	SBa	SBa	B	G	1.0 ± 2.0	1	SBa	B		
F01509	NGC 739	galaxy--spiral	S0a	S0-a	L	G	-0.6 ± 1.4	-0.6	S0-a			
F00458	NGC 7390	galaxy--spiral	S0?	S0?	L	G	-2.3	-2.3	S0?			
D00967	NGC 7392	galaxy--spiral	Sb	SBbc	B	G	3.8 ± 0.7	3.8	SBbc	B		
F01510	NGC 740	barred-spiral	SBb	SBb	B	G	3.2 ± 0.7	3.2	SBb	B		
D01528	NGC 7410	barred-spiral	SBa	SBa	B	G	1.0 ± 0.6	1	SBa	B		
D01526	NGC 7412	galaxy--spiral	Sc	SBb	B	G	3.3 ± 0.9	3.3	SBb	B		
D01530	NGC 7418	galaxy--spiral	Sc	SAc	S	G	5.8 ± 0.5	5.8	Sc	B	R	
D01531	NGC 7421	galaxy--spiral	Sbc	SAbc	S	G	3.7 ± 1.1	3.7	Sbc	B	R	
D01527	NGC 7424	barred-spiral	SAB(rs)cd	SA(rs)c)	S	G	6.0 ± 0.3	6	Sc	B		
D00580	NGC 7448	galaxy--spiral	SA(rs)bc	SA(rs)c	S	G	5.0 ± 1.2	5	Sc			
D02521	NGC 7456	galaxy--spiral	Sb	SAc	S	G	6.0 ± 0.3	6	Sc			
D00968	NGC 7457	galaxy--lenticular	SA(rs)0	E-S0	L	G	-2.7 ± 0.6	-2.7	E-S0			
D02522	NGC 7462	galaxy--spiral	Sbc	SBbc	B	G	3.6 ± 2.1	3.6	SBbc	B		
D02523	NGC 7469	barred-spiral	SBa	SAa	S	G	1.1 ± 0.3	1.1	Sa	B		
D01904	NGC 748	galaxy--spiral	Sc	SAb	S	G	3.2 ± 0.8	3.2	Sb		R	
D02524	NGC 7484	galaxy--lenticular	S0	E3	E	G	-4.8 ± 0.8	-4.8	E			
D01905	NGC 750	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.5	-4.8	E			
D00969	NGC 7507	galaxy--elliptical	E0	E3	E	G	-4.5 ± 0.8	-4.5	E			
F00016	NGC 751	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.5	-4.8	E			
F00460	NGC 7513	barred-spiral	SBb	SBb	B	G	3.2 ± 0.6	3.2	SBb	B		
D01906	NGC 753	galaxy--spiral	Sc	SABc	I	G	4.9 ± 1.0	4.9	SABc	B		
D01532	NGC 7531	galaxy--spiral	Sbc	SABb	I	G	4.0 ± 0.2	4	SABb	B	R	
F00856	NGC 7537	galaxy--spiral	Sb	SAbc	S	G	3.6 ± 0.6	3.6	Sbc			
D02525	NGC 7539	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.4	-2	S0			
D00970	NGC 7541	barred-spiral	SB(rs)bcpec	SB(rs)bc pec	B	G	4.7 ± 0.9	4.7	SBc	B		
D01903	NGC 755	barred-spiral	SBbc	SBbc	B	G	3.6 ± 1.2	3.6	SBbc	B		
D01534	NGC 7552	barred-spiral	SB(s)ab	SA(s)ab	S	G	2.4 ± 0.7	2.4	Sab	B		
F00461	NGC 7559	galaxy--elliptical	E/S0	E-S0	L	G	-3.2 ± 0.7	-3.2	E-S0			
D02526	NGC 7563	galaxy--spiral	SAa	SAa	S	G	1.0 ± 0.5	1	Sa	B		
F00462	NGC 7570	galaxy--spiral	SAa	SAa	S	G	1.1 ± 0.5	1.1	Sa	B	R	
F00463	NGC 7579	galaxy--unclassified	C	S0?	L	G	-2	-2				PGC 70963
D01535	NGC 7582	barred-spiral	R'1SB(s)ab	SB(s)sb	B	G	2.1 ± 0.5	2.1	SBab	B		
F00464	NGC 7584	galaxy--unclassified		S0?	L	G	-2	-2				PGC 70977
D02527	NGC 7587	galaxy--spiral	Sa	SBab	B	G	1.6 ± 0.6	1.6	SBab	B		
F00770	NGC 7590	galaxy--spiral	S(r?)bc	SAbc	S	G	4.5 ± 1.3	4.5	Sbc			
F01431	NGC 7595	galaxy--elliptical	E3	E3	E	G	-5.0 ± 2.0	-5	E			
F00769	NGC 7599	barred-spiral	SB(s)c	SB(s)c	B	G	5.3 ± 1.2	5.3	SBc	B		
D00581	NGC 7606	galaxy--spiral	Sb	SAb	S	G	3.0 ± 0.4	3	Sb			
F00466	NGC 7608	galaxy--spiral	SAbc	SAbc	S	G	3.7 ± 1.3	3.7	Sbc			
F00465	NGC 7609	galaxy--elliptical		E3	E	G	-4.4 ± 1.3	-4.4	E			
